state;state_abbreviation;fips;county;financial_inequality;median_age;republican_vote_proportion;democrats_vote_proportion
Idaho;ID;16037;Custer County, Idaho;0,414;41;0,7364;0,177
Idaho;ID;16069;Nez Perce County, Idaho;0,431;40,6;0,6222;0,2808
Idaho;ID;16073;Owyhee County, Idaho;0,437;35,3;0,7786;0,1508
Illinois;IL;17099;LaSalle County, Illinois;0,409;40,5;0,5422;0,3979
Illinois;IL;17173;Shelby County, Illinois;0,405;43,1;0,7523;0,2089
Illinois;IL;17193;White County, Illinois;0,435;44,4;0,7736;0,1937
Indiana;IN;18031;Decatur County, Indiana;0,408;37,4;0,765;0,1912
Indiana;IN;18077;Jefferson County, Indiana;0,423;39,4;0,6343;0,3213
Indiana;IN;18167;Vigo County, Indiana;0,452;36,1;0,5541;0,4024
Kansas;KS;20055;Finney County, Kansas;0,41;30,2;0,6325;0,3089
Kansas;KS;20165;Rush County, Kansas;0,401;48,6;0,7985;0,154
Kentucky;KY;21003;Allen County, Kentucky;0,42;37,8;0,7992;0,1667
Kentucky;KY;21043;Carter County, Kentucky;0,472;39;0,7385;0,2215
Kentucky;KY;21075;Fulton County, Kentucky;0,442;42,5;0,6503;0,3249
Kentucky;KY;21203;Rockcastle County, Kentucky;0,503;40;0,8387;0,1368
Louisiana;LA;22025;Catahoula Parish, Louisiana;0,454;37,6;0,7164;0,2722
Louisiana;LA;22033;East Baton Rouge Parish, Louisiana;0,49;32,6;0,431;0,5231
Louisiana;LA;22049;Jackson Parish, Louisiana;0,413;39,5;0,6925;0,2866
Louisiana;LA;22099;St. Martin Parish, Louisiana;0,456;35,9;0,6552;0,321
Louisiana;LA;22119;Webster Parish, Louisiana;0,451;39,8;0,6361;0,345
Massachusetts;MA;25025;Suffolk County, Massachusetts;0,518;31,6;0,1649;0,7947
Michigan;MI;26007;Alpena County, Michigan;0,43;44,7;0,6189;0,332
Michigan;MI;26015;Barry County, Michigan;0,392;39,9;0,6343;0,301
Michigan;MI;26021;Berrien County, Michigan;0,467;40,3;0,5376;0,4103
Michigan;MI;26125;Oakland County, Michigan;0,458;39,5;0,4359;0,5171
Michigan;MI;26131;Ontonagon County, Michigan;0,409;51,8;0,605;0,3436
Michigan;MI;26147;St. Clair County, Michigan;0,409;40,2;0,6291;0,3148
Michigan;MI;26153;Schoolcraft County, Michigan;0,44;47,5;0,6158;0,3298
Minnesota;MN;27001;Aitkin County, Minnesota;0,406;50,7;0,6005;0,3412
Minnesota;MN;27039;Dodge County, Minnesota;0,364;36,3;0,6179;0,2936
Minnesota;MN;27075;Lake County, Minnesota;0,397;47,7;0,453;0,4754
Missouri;MO;29051;Cole County, Missouri;0,405;36,8;0,6605;0,2927
Missouri;MO;29113;Lincoln County, Missouri;0,371;35,1;0,7286;0,2237
Missouri;MO;29115;Linn County, Missouri;0,465;42,6;0,733;0,2224
Missouri;MO;29179;Reynolds County, Missouri;0,398;44,5;0,7922;0,1781
Missouri;MO;29195;Saline County, Missouri;0,403;38;0,6465;0,3015
Missouri;MO;29211;Sullivan County, Missouri;0,423;40,3;0,7585;0,2118
Mississippi;MS;28009;Benton County, Mississippi;0,457;39;0,5606;0,4287
Mississippi;MS;28087;Lowndes County, Mississippi;0,49;36;0,5221;0,4592
Mississippi;MS;28111;Perry County, Mississippi;0,41;38,6;0,7612;0,2246
Montana;MT;30053;Lincoln County, Montana;0,427;48,4;0,7248;0,22
North Carolina;NC;37029;Camden County, North Carolina;0,365;40,2;0,7141;0,2563
Mississippi;MS;28151;Washington County, Mississippi;0,498;34,8;0,3116;0,6758
Montana;MT;30095;Stillwater County, Montana;0,388;45;0,752;0,1873
Montana;MT;30107;Wheatland County, Montana;0,45;51,1;0,7441;0,1908
North Carolina;NC;37119;Mecklenburg County, North Carolina;0,477;33,8;0,3341;0,6328
North Carolina;NC;37143;Perquimans County, North Carolina;0,448;46,3;0,6282;0,3474
North Carolina;NC;37153;Richmond County, North Carolina;0,484;38,3;0,5421;0,4407
North Carolina;NC;37179;Union County, North Carolina;0,437;35,6;0,6396;0,3287
North Carolina;NC;37189;Watauga County, North Carolina;0,516;28;0,47;0,485
North Dakota;ND;38005;Benson County, North Dakota;0,473;32,2;0,4778;0,434
North Dakota;ND;38007;Billings County, North Dakota;0,438;45,8;0,8311;0,098
North Dakota;ND;38103;Wells County, North Dakota;0,436;50,8;0,7623;0,1781
Nebraska;NE;31001;Adams County, Nebraska;0,44;37,5;0,6988;0,2484
Nebraska;NE;31041;Custer County, Nebraska;0,408;44,7;0,841;0,1157
Nebraska;NE;31043;Dakota County, Nebraska;0,395;33;0,5549;0,4001
Nebraska;NE;31085;Hayes County, Nebraska;0,372;46,4;0,9235;0,0588
Nebraska;NE;31179;Wayne County, Nebraska;0,388;28,3;0,7152;0,2214
New Hampshire;NH;33011;Hillsborough County, New Hampshire;0,412;38,5;0,4743;0,4723
New Jersey;NJ;34033;Salem County, New Jersey;0,408;40,4;0,5563;0,4027
Nevada;NV;32011;Eureka County, Nevada;0,412;40,5;0,8466;0,0867
Nevada;NV;32033;White Pine County, Nevada;0,395;41,8;0,7217;0,1874
New York;NY;36003;Allegany County, New York;0,422;37,1;0,6845;0,2614
New York;NY;36041;Hamilton County, New York;0,419;50,4;0,6678;0,2798
New York;NY;36043;Herkimer County, New York;0,411;42,2;0,6456;0,3004
Alabama;AL;1007;Bibb County, Alabama;0,411;38,3;0,7697;0,2142
Alabama;AL;1057;Fayette County, Alabama;0,418;42,4;0,8181;0,1657
Arkansas;AR;5079;Lincoln County, Arkansas;0,483;36,2;0,6417;0,3272
Arkansas;AR;5057;Hempstead County, Arkansas;0,437;37,1;0,6245;0,3372
Arkansas;AR;5001;Arkansas County, Arkansas;0,467;42;0,6158;0,3122
Arkansas;AR;5069;Jefferson County, Arkansas;0,46;36,5;0,3575;0,6088
Arkansas;AR;5139;Union County, Arkansas;0,471;39,8;0,6208;0,3449
California;CA;6065;Riverside County, California;0,439;33,4;0,4528;0,4961
Colorado;CO;8009;Baca County, Colorado;0,468;47,2;0,8144;0,1319
Colorado;CO;8047;Gilpin County, Colorado;0,39;43,8;0,4376;0,4572
Florida;FL;12121;Suwannee County, Florida;0,439;42,3;0,7647;0,2118
Florida;FL;12127;Volusia County, Florida;0,451;44,4;0,5484;0,4179
Georgia;GA;13081;Crisp County, Georgia;0,471;37,7;0,6052;0,378
Georgia;GA;13099;Early County, Georgia;0,478;38,2;0,5337;0,4527
Georgia;GA;13101;Echols County, Georgia;0,383;28,8;0,8562;0,1328
Georgia;GA;13187;Lumpkin County, Georgia;0,423;35,5;0,78;0,1798
Georgia;GA;13239;Quitman County, Georgia;0,394;39,1;0,5508;0,4416
Kentucky;KY;21183;Ohio County, Kentucky;0,441;38,7;0,7638;0,2
Kentucky;KY;21189;Owsley County, Kentucky;0,499;40,3;0,838;0,1455
Louisiana;LA;22013;Bienville Parish, Louisiana;0,501;40,9;0,5362;0,4467
Louisiana;LA;22021;Caldwell Parish, Louisiana;0,497;39,3;0,8146;0,1679
Louisiana;LA;22087;St. Bernard Parish, Louisiana;0,416;34,6;0,6473;0,3136
Louisiana;LA;22101;St. Mary Parish, Louisiana;0,437;37,2;0,6276;0,352
Massachusetts;MA;25019;Nantucket County, Massachusetts;0,547;39,1;0,2954;0,6471
Maryland;MD;24031;Montgomery County, Maryland;0,453;38,2;0,2032;0,7587
Maryland;MD;24045;Wicomico County, Maryland;0,437;35,7;0,538;0,4216
Maryland;MD;24047;Worcester County, Maryland;0,443;47,5;0,6222;0,3435
Michigan;MI;26027;Cass County, Michigan;0,428;41,4;0,6119;0,3124
Michigan;MI;26033;Chippewa County, Michigan;0,451;39,1;0,5909;0,3485
Minnesota;MN;27029;Clearwater County, Minnesota;0,421;42,1;0,6923;0,2604
Minnesota;MN;27161;Waseca County, Minnesota;0,369;39,5;0,6229;0,2963
Missouri;MO;29077;Greene County, Missouri;0,458;35,6;0,6064;0,3323
Missouri;MO;29141;Morgan County, Missouri;0,417;46,2;0,7665;0,2006
Mississippi;MS;28059;Jackson County, Mississippi;0,441;37;0,6863;0,2878
Mississippi;MS;28135;Tallahatchie County, Mississippi;0,463;35,7;0,4194;0,5685
Iowa;IA;19013;Black Hawk County, Iowa;0,438;34,7;0,4331;0,5063
Iowa;IA;19057;Des Moines County, Iowa;0,43;41,5;0,5065;0,437
Iowa;IA;19069;Franklin County, Iowa;0,387;43,3;0,6415;0,3032
Iowa;IA;19105;Jones County, Iowa;0,383;42,4;0,5712;0,3775
Illinois;IL;17005;Bond County, Illinois;0,414;39,3;0,6545;0,2769
Illinois;IL;17015;Carroll County, Illinois;0,434;45,7;0,6021;0,3314
Illinois;IL;17031;Cook County, Illinois;0,488;35,1;0,2142;0,7438
Illinois;IL;17083;Jersey County, Illinois;0,385;39,3;0,7092;0,245
Illinois;IL;17129;Menard County, Illinois;0,377;42,3;0,6586;0,2815
Illinois;IL;17149;Pike County, Illinois;0,4;42,3;0,7709;0,1893
Illinois;IL;17203;Woodford County, Illinois;0,402;39,4;0,6798;0,2614
Kansas;KS;20017;Chase County, Kansas;0,414;43,8;0,7183;0,2332
Kansas;KS;20121;Miami County, Kansas;0,379;39,7;0,6688;0,2684
Kansas;KS;20163;Rooks County, Kansas;0,454;43,9;0,8406;0,1148
Wisconsin;WI;55115;Shawano County, Wisconsin;0,407;42,2;0,6469;0,3075
West Virginia;WV;54059;Mingo County, West Virginia;0,436;40,6;0,8318;0,1442
Wyoming;WY;56023;Lincoln County, Wyoming;0,354;37,5;0,8072;0,1316
Alaska;AK;2270;Wade Hampton Census Area, Alaska;0,408;21,5;0;0
Alaska;AK;2198;Prince of Wales-Hyder Census Area, Alaska;0,404;39,5;0;0
Texas;TX;48083;Coleman County, Texas;0,497;44,5;0,874;0,1065
Texas;TX;48115;Dawson County, Texas;0,455;34,9;0,74;0,2344
Texas;TX;48123;DeWitt County, Texas;0,444;43;0,8077;0,1702
Texas;TX;48125;Dickens County, Texas;0,478;41,1;0,8306;0,1408
Texas;TX;48209;Hays County, Texas;0,459;30;0,4716;0,463
Texas;TX;48213;Henderson County, Texas;0,46;42,3;0,7896;0,1892
Texas;TX;48217;Hill County, Texas;0,437;39,9;0,7806;0,1964
Texas;TX;48263;Kent County, Texas;0,377;45,8;0,8314;0,1363
Texas;TX;48305;Lynn County, Texas;0,397;40,6;0,7742;0,2018
Texas;TX;48337;Montague County, Texas;0,438;43,1;0,8747;0,1029
Texas;TX;48349;Navarro County, Texas;0,451;36,6;0,7315;0,244
Texas;TX;48379;Rains County, Texas;0,399;44,5;0,8464;0,1337
Texas;TX;48393;Roberts County, Texas;0,468;45,1;0,9527;0,0364
Utah;UT;49057;Weber County, Utah;0,394;30,6;0,472;0,2724
Virginia;VA;51019;Bedford County, Virginia;0,425;43,2;0,7248;0,2307
Virginia;VA;51049;Cumberland County, Virginia;0,426;40,7;0,5524;0,4168
Virginia;VA;51091;Highland County, Virginia;0,413;52,4;0,6887;0,2667
Virginia;VA;51095;James City County, Virginia;0,416;44,3;0,498;0,4467
Virginia;VA;51175;Southampton County, Virginia;0,412;42,6;0,5675;0,4052
Virginia;VA;51183;Sussex County, Virginia;0,408;41;0,4081;0,5707
Virginia;VA;51193;Westmoreland County, Virginia;0,403;45,7;0,5224;0,449
Virginia;VA;51580;Covington city, Virginia;0,441;43,5;0,5694;0,3858
Virginia;VA;51750;Radford city, Virginia;0,483;21,7;0,4372;0,4846
Kentucky;KY;21101;Henderson County, Kentucky;0,437;39;0,6171;0,3404
Kentucky;KY;21219;Todd County, Kentucky;0,433;36,5;0,7566;0,2183
Kentucky;KY;21227;Warren County, Kentucky;0,461;32,6;0,592;0,3503
Kentucky;KY;21237;Wolfe County, Kentucky;0,474;40,4;0,6846;0,2858
Louisiana;LA;22005;Ascension Parish, Louisiana;0,409;34,2;0,6611;0,3013
Maryland;MD;24011;Caroline County, Maryland;0,385;37,8;0,6775;0,2821
Minnesota;MN;27027;Clay County, Minnesota;0,404;32,1;0,4655;0,4457
Minnesota;MN;27077;Lake of the Woods County, Minnesota;0,447;48,1;0,6906;0,248
Minnesota;MN;27095;Mille Lacs County, Minnesota;0,395;39;0,6441;0,2865
Minnesota;MN;27149;Stevens County, Minnesota;0,465;35;0,5234;0,3955
Minnesota;MN;27167;Wilkin County, Minnesota;0,375;43,1;0,6493;0,2723
Missouri;MO;29011;Barton County, Missouri;0,405;39,7;0,8358;0,134
Missouri;MO;29095;Jackson County, Missouri;0,449;36,1;0,3903;0,5568
Missouri;MO;29117;Livingston County, Missouri;0,42;41,3;0,7614;0,1974
Missouri;MO;29123;Madison County, Missouri;0,407;40,1;0,7713;0,189
Iowa;IA;19087;Henry County, Iowa;0,452;39,1;0,6207;0,312
Idaho;ID;16029;Caribou County, Idaho;0,362;38,4;0,7496;0,0893
Idaho;ID;16085;Valley County, Idaho;0,396;45,1;0,5433;0,3576
Illinois;IL;17177;Stephenson County, Illinois;0,419;43;0,5554;0,3857
Illinois;IL;17189;Washington County, Illinois;0,379;41,8;0,7546;0,196
Indiana;IN;18113;Noble County, Indiana;0,358;36,5;0,7222;0,2311
Indiana;IN;18149;Starke County, Indiana;0,396;40,2;0,6901;0,2698
Indiana;IN;18153;Sullivan County, Indiana;0,403;39,1;0,7171;0,2469
Kansas;KS;20025;Clark County, Kansas;0,457;44;0,8271;0,12
Kansas;KS;20145;Pawnee County, Kansas;0,358;44,2;0,7194;0,2179
Kansas;KS;20149;Pottawatomie County, Kansas;0,42;36,1;0,7193;0,2115
Kansas;KS;20161;Riley County, Kansas;0,474;24,1;0,4795;0,4343
Kentucky;KY;21013;Bell County, Kentucky;0,49;40,5;0,7989;0,177
Wisconsin;WI;55101;Racine County, Wisconsin;0,423;38,4;0,4977;0,4537
West Virginia;WV;54067;Nicholas County, West Virginia;0,445;43,3;0,7639;0,194
West Virginia;WV;54101;Webster County, West Virginia;0,44;43,8;0,7729;0,1875
Wyoming;WY;56045;Weston County, Wyoming;0,391;42,3;0,8692;0,0882
Alaska;AK;2060;Bristol Bay Borough, Alaska;0,343;38,9;0;0
Hawaii;HI;15005;Kalawao County, Hawaii;0,304;62,5;0;0
Ohio;OH;39005;Ashland County, Ohio;0,405;39,1;0,7132;0,2351
Ohio;OH;39017;Butler County, Ohio;0,427;35,7;0,6201;0,3367
Ohio;OH;39153;Summit County, Ohio;0,456;39,5;0,4382;0,5198
Oklahoma;OK;40011;Blaine County, Oklahoma;0,451;38,9;0,7603;0,1875
Oklahoma;OK;40105;Nowata County, Oklahoma;0,48;40,5;0,7838;0,1751
Oklahoma;OK;40149;Washita County, Oklahoma;0,429;39,5;0,8321;0,1271
Alabama;AL;1115;St. Clair County, Alabama;0,415;38,2;0,8324;0,1463
Alabama;AL;1129;Washington County, Alabama;0,45;39,4;0,7102;0,2786
Alabama;AL;1077;Lauderdale County, Alabama;0,461;39,7;0,7146;0,2545
Alabama;AL;1061;Geneva County, Alabama;0,456;42,2;0,8549;0,1305
Arkansas;AR;5095;Monroe County, Arkansas;0,47;43,2;0,504;0,4672
Arkansas;AR;5021;Clay County, Arkansas;0,488;43;0,63;0,3333
Arkansas;AR;5055;Greene County, Arkansas;0,409;37,3;0,7348;0,2099
Arizona;AZ;4027;Yuma County, Arizona;0,423;33,9;0,5051;0,4499
Arizona;AZ;4007;Gila County, Arizona;0,433;46,9;0,6389;0,3153
California;CA;6037;Los Angeles County, California;0,489;34,3;0,2339;0,7141
California;CA;6003;Alpine County, California;0,449;40,9;0,367;0,553
Colorado;CO;8067;La Plata County, Colorado;0,419;38;0,4059;0,498
Delaware;DE;10001;Kent County, Delaware;0,406;36,1;0,4981;0,4491
Florida;FL;12001;Alachua County, Florida;0,516;29,7;0,3644;0,5896
Florida;FL;12043;Glades County, Florida;0,425;43;0,6879;0,2918
Florida;FL;12047;Hamilton County, Florida;0,489;37,5;0,6309;0,3484
Georgia;GA;13063;Clayton County, Georgia;0,393;31,1;0,1316;0,8506
Georgia;GA;13123;Gilmer County, Georgia;0,45;41;0,8232;0,1538
Georgia;GA;13155;Irwin County, Georgia;0,436;37,3;0,7409;0,2432
Georgia;GA;13217;Newton County, Georgia;0,395;33,9;0,4775;0,501
Oregon;OR;41045;Malheur County, Oregon;0,419;36;0,7177;0,2224
Oregon;OR;41069;Wheeler County, Oregon;0,436;54,6;0,7361;0,1932
Pennsylvania;PA;42017;Bucks County, Pennsylvania;0,425;41;0,4784;0,4842
Pennsylvania;PA;42037;Columbia County, Pennsylvania;0,447;39,2;0,6409;0,3134
Pennsylvania;PA;42061;Huntingdon County, Pennsylvania;0,417;40,8;0,737;0,2301
Pennsylvania;PA;42063;Indiana County, Pennsylvania;0,437;38,1;0,6605;0,304
Pennsylvania;PA;42077;Lehigh County, Pennsylvania;0,438;39,1;0,4593;0,5037
Pennsylvania;PA;42093;Montour County, Pennsylvania;0,451;43,7;0,6179;0,334
Pennsylvania;PA;42121;Venango County, Pennsylvania;0,404;43,8;0,6904;0,2665
Tennessee;TN;47027;Clay County, Tennessee;0,443;47,1;0,7331;0,2422
Tennessee;TN;47077;Henderson County, Tennessee;0,427;39,4;0,7981;0,1766
Tennessee;TN;47089;Jefferson County, Tennessee;0,44;39,7;0,7771;0,1837
Tennessee;TN;47163;Sullivan County, Tennessee;0,465;42,9;0,7614;0,199
Texas;TX;48047;Brooks County, Texas;0,512;36,3;0,2361;0,7461
Texas;TX;48053;Burnet County, Texas;0,442;43;0,7663;0,1987
Texas;TX;48061;Cameron County, Texas;0,492;30,2;0,3206;0,6461
Texas;TX;48169;Garza County, Texas;0,477;35,6;0,8292;0,1519
Texas;TX;48229;Hudspeth County, Texas;0,498;36,9;0,5775;0,372
Texas;TX;48239;Jackson County, Texas;0,457;39;0,8087;0,1714
Texas;TX;48279;Lamb County, Texas;0,42;35,9;0,7785;0,1972
Texas;TX;48287;Lee County, Texas;0,422;40,2;0,766;0,2104
Texas;TX;48373;Polk County, Texas;0,443;43,4;0,7719;0,2068
Texas;TX;48501;Yoakum County, Texas;0,435;32,8;0,7816;0,1853
Virginia;VA;51061;Fauquier County, Virginia;0,43;40,4;0,5956;0,3491
Washington;WA;53055;San Juan County, Washington;0,476;51,9;0,2504;0,6661
Washington;WA;53069;Wahkiakum County, Washington;0,386;51,1;0,5692;0,3532
Wisconsin;WI;55007;Bayfield County, Wisconsin;0,406;48,2;0,4346;0,5219
Mississippi;MS;28051;Holmes County, Mississippi;0,485;31,9;0,1634;0,8261
Mississippi;MS;28121;Rankin County, Mississippi;0,43;35,7;0,7525;0,224
Mississippi;MS;28153;Wayne County, Mississippi;0,466;37,2;0,6248;0,3664
Montana;MT;30057;Madison County, Montana;0,507;48,7;0,6949;0,2489
Montana;MT;30103;Treasure County, Montana;0,38;45,4;0,7919;0,1335
North Carolina;NC;37061;Duplin County, North Carolina;0,441;37;0,5898;0,3978
North Carolina;NC;37157;Rockingham County, North Carolina;0,423;41,7;0,6396;0,3398
North Carolina;NC;37187;Washington County, North Carolina;0,461;43,1;0,4186;0,5707
North Dakota;ND;38017;Cass County, North Dakota;0,464;31,4;0,5042;0,3971
North Dakota;ND;38039;Griggs County, North Dakota;0,42;52;0,6792;0,239
North Dakota;ND;38105;Williams County, North Dakota;0,41;40,4;0,8008;0,1374
Nebraska;NE;31003;Antelope County, Nebraska;0,424;45,2;0,8438;0,1183
Nebraska;NE;31033;Cheyenne County, Nebraska;0,405;41,3;0,7901;0,1536
Mississippi;MS;28057;Itawamba County, Mississippi;0,411;38,4;0,8704;0,1142
Mississippi;MS;28139;Tippah County, Mississippi;0,433;38,1;0,7855;0,1977
Mississippi;MS;28149;Warren County, Mississippi;0,464;37,5;0,5151;0,4658
Montana;MT;30033;Garfield County, Montana;0,393;46,5;0,912;0,0475
North Carolina;NC;37019;Brunswick County, North Carolina;0,438;46,6;0,631;0,3437
North Carolina;NC;37087;Haywood County, North Carolina;0,438;45,1;0,6249;0,3453
North Carolina;NC;37135;Orange County, North Carolina;0,521;33,3;0,2302;0,7404
Nebraska;NE;31009;Blaine County, Nebraska;0,337;48,4;0,8722;0,0958
Nebraska;NE;31037;Colfax County, Nebraska;0,412;35,3;0,6844;0,2702
Nebraska;NE;31081;Hamilton County, Nebraska;0,37;41,7;0,7676;0,1781
Nebraska;NE;31107;Knox County, Nebraska;0,414;45,8;0,7833;0,1761
Nebraska;NE;31135;Perkins County, Nebraska;0,351;42,6;0,8477;0,1128
New Mexico;NM;35007;Colfax County, New Mexico;0,422;45,6;0,4845;0,3995
Nevada;NV;32015;Lander County, Nevada;0,4;36,8;0,7576;0,167
New York;NY;36015;Chemung County, New York;0,443;40,6;0,5731;0,3734
New York;NY;36021;Columbia County, New York;0,472;44,2;0,468;0,4815
Ohio;OH;39053;Gallia County, Ohio;0,467;39,4;0,76;0,2037
Ohio;OH;39063;Hancock County, Ohio;0,42;37,7;0,6752;0,2675
Ohio;OH;39077;Huron County, Ohio;0,399;37,3;0,6547;0,291
Oklahoma;OK;40021;Cherokee County, Oklahoma;0,452;34,1;0,6061;0,3309
Oklahoma;OK;40041;Delaware County, Oklahoma;0,482;44,1;0,7523;0,2108
Oklahoma;OK;40123;Pontotoc County, Oklahoma;0,465;35,7;0,7034;0,2452
Oregon;OR;41025;Harney County, Oregon;0,414;45,1;0,7543;0,1771
Oregon;OR;41043;Linn County, Oregon;0,405;39;0,5972;0,319
Oregon;OR;41049;Morrow County, Oregon;0,403;36,1;0,6764;0,2517
Pennsylvania;PA;42081;Lycoming County, Pennsylvania;0,428;40,7;0,7054;0,257
South Carolina;SC;45057;Lancaster County, South Carolina;0,432;38,8;0,6095;0,3543
South Carolina;SC;45061;Lee County, South Carolina;0,473;37,6;0,3439;0,6375
South Carolina;SC;45085;Sumter County, South Carolina;0,435;35,3;0,4253;0,5454
South Dakota;SD;46017;Buffalo County, South Dakota;0,494;23,4;0,349;0,6041
South Dakota;SD;46045;Edmunds County, South Dakota;0,436;46,9;0,7471;0,1981
South Dakota;SD;46077;Kingsbury County, South Dakota;0,401;46,4;0,6586;0,2756
South Dakota;SD;46109;Roberts County, South Dakota;0,453;39,5;0,5512;0,396
Tennessee;TN;47047;Fayette County, Tennessee;0,446;40,3;0,6757;0,3038
Tennessee;TN;47071;Hardin County, Tennessee;0,473;42,5;0,8053;0,163
Texas;TX;48007;Aransas County, Texas;0,47;46,8;0,7385;0,2348
Arizona;AZ;4009;Graham County, Arizona;0,409;31,5;0,6722;0,2765
California;CA;6005;Amador County, California;0,399;47,2;0,5958;0,3435
Colorado;CO;8045;Garfield County, Colorado;0,388;34,4;0,4965;0,4256
Colorado;CO;8071;Las Animas County, Colorado;0,463;43,9;0,5462;0,3906
Colorado;CO;8053;Hinsdale County, Colorado;0,391;57,6;0,5756;0,3345
Colorado;CO;8041;El Paso County, Colorado;0,43;34,3;0,5634;0,3377
Florida;FL;12007;Bradford County, Florida;0,42;39,3;0,7367;0,2417
Florida;FL;12035;Flagler County, Florida;0,423;47,2;0,5888;0,3829
Georgia;GA;13005;Bacon County, Georgia;0,46;35,8;0,8369;0,1514
Georgia;GA;13019;Berrien County, Georgia;0,43;37,3;0,824;0,1586
Georgia;GA;13129;Gordon County, Georgia;0,412;35,3;0,8048;0,1685
Georgia;GA;13213;Murray County, Georgia;0,409;35,4;0,8324;0,1448
Georgia;GA;13247;Rockdale County, Georgia;0,404;36,6;0,3582;0,6174
Kentucky;KY;21163;Meade County, Kentucky;0,377;34,8;0,7082;0,2474
Louisiana;LA;22035;East Carroll Parish, Louisiana;0,645;33,3;0,3603;0,6254
Louisiana;LA;22059;La Salle Parish, Louisiana;0,449;37,8;0,8884;0,0921
Louisiana;LA;22117;Washington Parish, Louisiana;0,495;38,6;0,674;0,3056
Maryland;MD;24035;Queen Anne's County, Maryland;0,399;41,9;0,6581;0,297
Michigan;MI;26047;Emmet County, Michigan;0,461;41,9;0,5655;0,3714
Michigan;MI;26065;Ingham County, Michigan;0,462;30,9;0,3323;0,6088
Michigan;MI;26095;Luce County, Michigan;0,394;42,4;0,6817;0,2644
Michigan;MI;26159;Van Buren County, Michigan;0,436;39,4;0,5386;0,3992
Minnesota;MN;27011;Big Stone County, Minnesota;0,42;48,4;0,5889;0,3375
Missouri;MO;29049;Clinton County, Missouri;0,373;40,8;0,6922;0,2522
Missouri;MO;29097;Jasper County, Missouri;0,444;35,1;0,7277;0,2193
Missouri;MO;29175;Randolph County, Missouri;0,413;37,8;0,7303;0,2215
Missouri;MO;29189;St. Louis County, Missouri;0,476;39,4;0,3954;0,5578
Georgia;GA;13315;Wilcox County, Georgia;0,452;39,5;0,705;0,2866
Iowa;IA;19009;Audubon County, Iowa;0,428;46;0,6318;0,3193
Iowa;IA;19083;Hardin County, Iowa;0,42;43,5;0,621;0,3293
Iowa;IA;19161;Sac County, Iowa;0,422;45,9;0,7158;0,246
Idaho;ID;16051;Jefferson County, Idaho;0,367;30,1;0,7354;0,0851
